url,domainStart,domainEnd,sslStart,sslEnd,sslIssuer,label
bjmmmcellyukkklemeler,337,27,-1,-1,,1
hizmettesiniryokkredisorgulamas,0,365,-1,-1,,1
skkslslopppgranttitt,2,362,-1,-1,,1
guzeliklersizinleberaber,3,361,-1,-1,,1
benz-islemlern,0,365,-1,-1,,1
benz-bayiniz,0,365,-1,-1,,1
benz-onlinislemler,0,365,-1,-1,,1
benz-onlinislemleriniz,0,365,-1,-1,,1
ile-odemem,0,365,1,89,Google Trust Services LLC,1
298-152-66-176,2,363,-1,-1,,1
yemeksepetizm,70,295,-1,-1,,1
hesapvarmi,145,219,34,56,Let's Encrypt,1
ykupon,64,301,-1,-1,,1
benz-siparislerim,0,365,-1,-1,,1
hemenpaketyukle,0,365,-1,-1,,1
krediler-turkiye,0,365,-1,-1,,1
hepsiburadap,9,356,-1,-1,,1
tiktokfollow,70,295,-1,-1,,1
bunlaridaasacagiz,1,364,-1,-1,,1
hasarkaydin,0,365,-1,-1,,1
aileilegenclik,1,364,-1,-1,,1
ticaretguvenli-anindasiparis,0,365,-1,-1,,1
egmbbull,1,364,-1,-1,,1
hasarblog11,0,365,-1,-1,,1
ileodemem,4,361,-1,-1,,1
turkiyeedevletiademerkezi,0,365,-1,-1,,1
lyfuae,27,338,-1,-1,,1
kredlnhazlrkredldepartmanlmlz,6,359,-1,-1,,1
dvltgirisgovd2,3,362,-1,-1,,1
firsattlarsennlegzl,1,363,-1,-1,,1
hzt-online-islemleri-portal,0,365,-1,-1,,1
egmbullu,0,365,-1,-1,,1
sahlblndenguvende,0,365,-1,-1,,1
nci-rendebumerkezi,0,365,-1,-1,,1
www-tramersorgu,0,365,-1,-1,,1
vrgdzxxcxd,0,365,-1,-1,,1
egovhizmerkapsamin,3,362,-1,-1,,1
e-wznelerfler,2,363,-1,-1,,1
guvendetr,0,365,-1,-1,,1
anindasiparis-guvenliticaretim,0,365,-1,-1,,1
kuweytserceogoto,0,365,-1,-1,,1
gordukgelmediz,0,365,-1,-1,,1
verifys-check-securitys,0,365,-1,-1,,1
sigortateklifinial,72,293,-1,-1,,1
sguven,15,350,-1,-1,,1
sahibinden,2,363,-1,-1,,1
sahibinden,13,352,-1,-1,,1
alisverislerim,6,359,-1,-1,,1
guvenliticaret-anindateslimat,2,363,-1,-1,,1
ile-odeme,13,352,-1,-1,,1
son-haziran-kampanyasi,0,365,-1,-1,,1
acikdeniz,0,365,-1,-1,,1
son-haziran-firsati,0,365,-1,-1,,1
xn--son-haziran-kampanyas-4gd,0,365,-1,-1,,1
soneventlerkontrol,0,365,-1,-1,,1
sigjortm,2,362,-1,-1,,1
glchqx,210,154,-1,-1,,1
chrleesgifts,210,154,-1,-1,,1
cagdasguven,178,186,-1,-1,,1
eddeevvleetaidatiadd,1,364,-1,-1,,1
sigortafaturam,0,365,-1,-1,,1
platform,21,344,-1,-1,,1
holdf,368,362,-1,-1,,1
buickgmcgreenbrier,209,155,-1,-1,,1
neighborhub,210,154,-1,-1,,1
constructionwoodfloorsgr,210,154,-1,-1,,1
fantasydoors1,209,155,-1,-1,,1
aamset-paris,74,656,-1,-1,,1
abeloewen,210,154,-1,-1,,1
samefood,212,152,-1,-1,,1
hemenhizliteklif,2,362,-1,-1,,1
dejavuproo,64,301,-1,-1,,1
web-erism-hizmtleri,1,364,-1,-1,,1
salkontrk,0,365,-1,-1,,1
gelgeleleele,0,365,-1,-1,,1
sigortaotomobilim,1,364,-1,-1,,1
hasarkayitlari,0,365,-1,-1,,1
vturkkktuer,3,362,-1,-1,,1
xn--idmidigirigeldev-lddic,0,365,-1,-1,,1
payvaraslan,6,359,-1,-1,,1
triadalmrkz1,3,362,-1,-1,,1
mnyxsytr1,2,363,-1,-1,,1
gecelerinderdixd,5,360,-1,-1,,1
thsknsasa,1,364,-1,-1,,1
arshera,1,364,-1,-1,,1
tokenbasvurutoodaykmpanya,0,365,-1,-1,,1
gngsigortam,100,265,-1,-1,,1
360kaskogarantisi,0,365,-1,-1,,1
kampanyalisigortateklifi,0,365,-1,-1,,1
dasdasdasdasd,0,365,-1,-1,,1
hazirandaybasvurutoken,0,365,-1,-1,,1
sonetkinliklerdenhaberderolun,1,364,-1,-1,,1
followmarkt,121,243,-1,-1,,1
sigmortanetciims,7,357,-1,-1,,1
verifys-securitys-helps,0,365,-1,-1,,1
hazirantoodaytokenbasvuru,0,365,-1,-1,,1
haziran-etkinlikleri-firsatlari,0,365,-1,-1,,1
benzbayim,1,364,-1,-1,,1
trguvende,0,365,-1,-1,,1
hemen-islem,0,365,-1,-1,,1
pintaaaaaarest,2,363,-1,-1,,1
firsatbasvurulari,0,365,-1,-1,,1
tr-guvenli,0,365,-1,-1,,1
3sxht-gldk1,59,306,-1,-1,,1
tr-guvenli,0,365,-1,-1,,1
pttkargotakipnosorgula,26,339,-1,-1,,1
sorguportal,134,230,-1,-1,,1
onlinebagisislemleri-chp,0,365,-1,-1,,1
pttkredim,1920,271,-1,-1,,1
kurumsalaraarabafirmasikiralama,0,365,-1,-1,,1
bizegidelim,0,365,-1,-1,,1
slsmsmsmndvxiler,59,306,-1,-1,,1
odemenguvende,154,210,-1,-1,,1
kolypsotract,6,359,-1,-1,,1
bixcellogln030,1,364,-1,-1,,1
lgturkiye,15,350,-1,-1,,1
onlinebagisislemleri-rte,0,365,-1,-1,,1
avskiralamakiralama,0,365,-1,-1,,1
vrglerkzmnx,0,365,-1,-1,,1
sendenbeklentilerimizvar,1,364,-1,-1,,1
son-kampanyalarilekazanin,0,365,-1,-1,,1
alwayswinner,1,364,-1,-1,,1
edevlet-turkiye,1,365,-1,-1,,1
daitmdeo0z,7,358,-1,-1,,1
tosiyprusjra,10,355,-1,-1,,1
guvenli-al-get-alisverisi,2,362,-1,-1,,1
ilerisideniz,1,364,-1,-1,,1
xcdvlt-vet,1,364,-1,-1,,1
mobildeniz-kredim-basvur,1,364,-1,-1,,1
teklifinhazir,0,365,-1,-1,,1
sahibnden-s-online,64,301,-1,-1,,1
xn--gelalimdiia-vgc,0,365,-1,-1,,1
sizidegorecegizmi,1,364,-1,-1,,1
iletisimbakanligisorguaidat,1,364,-1,-1,,1
web-islem-sonucla,5,360,-1,-1,,1
kolaytakipcisatinal,356,8,1,89,Let's Encrypt,1
denizlililer,0,365,-1,-1,,1
verglodme,0,365,-1,-1,,1
xn--linksahibindenparamgvende-ywc,1,364,-1,-1,,1
basvurumcheckhazirankmpanya,0,365,-1,-1,,1
eventshaziran-campany,2,363,-1,-1,,1
cubecluster,43,322,-1,-1,,1
basvurumcheckhediyefirsati,0,365,-1,-1,,1
iaden-webden,0,365,-1,-1,,1
wjmd-cmpzourl,3962,618,-1,-1,,1
hayatbukadarzorolmamali,2,363,-1,-1,,1
hstnrlxlramv,9,356,-1,-1,,1
metoatesoglureklamkralidir,2,363,-1,-1,,1
daiztdme0z,8,357,-1,-1,,1
nbcvsnbsamsdbnfsad,10,355,-1,-1,,1
hediyenikapcheckbasvurum,0,365,-1,-1,,1
lvbelcfife,0,365,-1,-1,,1
lzmiiimbykle,3,362,-1,-1,,1
haziranda-cark-firsati,0,365,-1,-1,,1
2023e1devletiademayis,0,365,-1,-1,,1
usa4trump,545,184,-1,-1,,1
ilave-promosyn-kampanyamiz,1,364,-1,-1,,1
hasarblog04rtt,0,365,-1,-1,,1
haasarblogrtt,0,365,-1,-1,,1
findmy-icloud-live,177,187,-1,-1,,1
trkredlnhazlrkredldepartmanlmlz,0,365,-1,-1,,1
vrgiodeersmi,2,363,-1,-1,,1
otoyollusokum,177,187,-1,-1,,1
571teamrek2,8,356,-1,-1,,1
son-firsatim-cark,0,365,-1,-1,,1
nvlaskaskas,9,356,-1,-1,,1
anindarent,4,361,2,88,Let's Encrypt,1
sahbinden-pram-gvende,0,365,-1,-1,,1
suqortamnet,2,362,-1,-1,,1
sahibinden-tr-guvenliodeme,1,364,-1,-1,,1
acikdeniz,0,365,-1,-1,,1
basvuruhediyemdeday,1,364,-1,-1,,1
ythingamgladt,107,257,-1,-1,,1
tribune-ode,0,365,-1,-1,,1
sorgusaracim,1,364,-1,-1,,1
arackayid,0,365,-1,-1,,1
mandalatayde,545,184,-1,-1,,1
iletism-hizmt,6,359,-1,-1,,1
iletsim-hzmetlerim,2,363,-1,-1,,1
iletismi-baskanlgi,4,361,-1,-1,,1
iletismibaskanlgi,4,361,-1,-1,,1
web-hizmtlerim,5,360,-1,-1,,1
kuuvveeeytyytttturkumbaassvvurulariivb111,2,363,-1,-1,,1
jigcheck,406,324,-1,-1,,1
icra-aidat,6,358,-1,-1,,1
budqttcarsfilo,0,365,-1,-1,,1
aidat-icra,6,358,-1,-1,,1
iletisimbakanligiaidatiade,1,364,-1,-1,,1
deepxsearch,13,352,-1,-1,,1
siqkmortam,2,362,-1,-1,,1
hemenhizliteklif,3,361,-1,-1,,1
javex,394,336,-1,-1,,1
aidatt,6857,81,-1,-1,,1
webdvltgrisonlinev2xy,2,363,-1,-1,,1
siqkmortam,1,364,-1,-1,,1
sahibindenpramguvndecomtr,0,365,-1,-1,,1
mercedes-benz-tr,0,365,-1,-1,,1
sipqortam,1,364,-1,-1,,1
btflxmarka,0,365,-1,-1,,1
sqortacmenet,2,362,-1,-1,,1
sahibinden,1,364,-1,-1,,1
ileodeyin,1,364,-1,-1,,1
zoebeautystores,487,242,-1,-1,,1
arshera,2,363,-1,-1,,1
vrmgzns-prsmbnzs,0,365,-1,-1,,1
hasarrliblog,0,365,-1,-1,,1
hasarblog02,0,365,-1,-1,,1
glibalonaysorgulamasayfasi,0,365,-1,-1,,1
islemyapinhemen,0,365,-1,-1,,1
ramseypdfs,545,184,-1,-1,,1
8re,1,364,-1,-1,,1
benz-alimhizmeti,3,362,-1,-1,,1
benz-alimhizmetleri,3,362,-1,-1,,1
guvende-alisverisi-online,3,361,3,87,Let's Encrypt,1
iadecilerle,3,362,-1,-1,,1
instagramhelpdesk,195,169,-1,-1,,1
vergjborclasl,180,184,-1,-1,,1
emg-sorgum,61,304,-1,-1,,1
www-icloudmx,2,363,-1,-1,,1
gethizliode,1,364,-1,-1,,1
mxmmmxmxm,371,359,-1,-1,,1
asdasdasdasdadas2,526,203,-1,-1,,1
xsmxmxmc,2,363,-1,-1,,1
mxmxmxmx,2,363,-1,-1,,1
radnadvuhizmeti,12,353,-1,-1,,1
firsatlar-karpisi,12,353,-1,-1,,1
odemenizguvende,26,339,12,78,ZeroSSL,1
paramvguvendevode,274,90,-1,-1,,1
hakkinizda-sikayet,156,208,-1,-1,,1
bimcellyukleme,10,354,-1,-1,,1
kartiadesistem,8,357,-1,-1,,1
kuveytcekilis,8,357,-1,-1,,1
nsmdsmnm,108,256,-1,-1,,1
granitbank-login,8,357,-1,-1,,1
ozelindirimlera1o1,1,364,-1,-1,,1
a101onlinealisveris,1,364,-1,-1,,1
arac-muaynlem,127,237,-1,-1,,1
dolapilehizlisiparis,7,358,-1,-1,,1
guvenli-resmigir,8,357,-1,-1,,1
sizdefirsatlanins,5,359,-1,-1,,1
sizdefirsatlaninz,5,359,-1,-1,,1
ig-hesapihlalmerkezi,169,194,-1,-1,,1
binance-arbitrum,61,304,-1,-1,,1
internetpaketyukle,7,358,-1,-1,,1
eshxtbzml3,66,299,-1,-1,,1
knntkartlarim,249,115,-1,-1,,1
ig-hesapihlalmerkezi,168,196,-1,-1,,1
eshxsccx1zxmmrm,64,301,-1,-1,,1
isleminizaninda,14,351,-1,-1,,1
tramerkaydisorgula,2,363,-1,-1,,1
emlakodemesi,2,363,3,87,Let's Encrypt,1
tramersorgulama,2,363,-1,-1,,1
osymbasvurular,387,343,-1,-1,,1
yurtici-kargotra,6,359,-1,-1,,1
tramersorgulamaportali,1,364,-1,-1,,1
randevusabahh,60,305,-1,-1,,1
tr-alis,4,361,-1,-1,,1
securealisverisler,7,358,-1,-1,,1
guvenli-satin-al,4,360,-1,-1,,1
guvendealisveris,83,281,-1,-1,,1
seninugruna,1,364,-1,-1,,1
sigortarmat,1,364,-1,-1,,1
safdfsadsdaf3,2,362,-1,-1,,1
s-emlak360-kirala-emlak-kirala,1,363,-1,-1,,1
gdfjksdjkfajksd,0,365,-1,-1,,1
hgsdvturkiye,0,365,-1,-1,,1
nvrndalhemen,1,364,-1,-1,,1
guvenli-satin-al,1,364,-1,-1,,1
mhrsrandevu,124,240,-1,-1,,1
istnb,9,356,-1,-1,,1
nv1r4ndevuhizlial,0,365,-1,-1,,1
sahibinden-guvenlik,0,365,-1,-1,,1
arackiralamakampanyasi,0,365,-1,-1,,1
bimrxzcll,0,365,-1,-1,,1
hasrasdnerti,0,365,-1,-1,,1
huzureldevakfi,72,293,-1,-1,,1
vipchecker,24,341,-1,-1,,1
zairexcheck,10,355,-1,-1,,1
tekkyolvakfi,5,360,-1,-1,,1
hasarblogref,0,365,-1,-1,,1
loftgroup,21,344,-1,-1,,1
kiymetkurulusu,5,360,-1,-1,,1
bingechat,302,62,-1,-1,,1
dev,302,62,-1,-1,,1
ping,302,62,-1,-1,,1
cld,302,62,-1,-1,,1
adb,302,62,-1,-1,,1
evli-mutlucocuklu,3,362,-1,-1,,1
jgsikortam,1,364,-1,-1,,1
hgmgftf,6,359,-1,-1,,1
sentacarfilo,10,355,-1,-1,,1
hizmet-iadim-webden,0,365,-1,-1,,1
hizmet-iadim-webden,0,365,-1,-1,,1
koctrafiksigortam,0,365,1,89,Let's Encrypt,1
emlakbuisness,0,365,-1,-1,,1
gagagagahhakknti,2,362,-1,-1,,1
hementeklif,2,362,-1,-1,,1
winwix,5811,32,-1,-1,,1
vgsikorta,1,363,-1,-1,,1
srguvende,0,365,-1,-1,,1
nutjoggers,141,223,-1,-1,,1
turpetrol,19,346,-1,-1,,1
basvuru,1,364,-1,-1,,1
s6,1,364,-1,-1,,1
mksijortam,1,364,-1,-1,,1
otoyol-websorgu,2,363,-1,-1,,1
arexbaba,204,160,-1,-1,,1
a1o1-internet-ozel,0,365,-1,-1,,1
aractramersorgulama,3,362,-1,-1,,1
takipsorgu-ihlal,2,363,-1,-1,,1
otoyol-ihlal-sorgu,2,363,-1,-1,,1
www-kredi,4,361,-1,-1,,1
aidatiadecimeriletisimbakanligi,2,363,-1,-1,,1
ev-internti-basvuru1,4,361,-1,-1,,1
ev-internti-basvuru10,4,361,-1,-1,,1
ev-internti-basvuru11,4,361,-1,-1,,1
ev-internti-basvuru12,4,361,-1,-1,,1
ev-internti-basvuru13,4,361,-1,-1,,1
ev-internti-basvuru14,4,361,-1,-1,,1
ev-internti-basvuru15,4,361,-1,-1,,1
ev-internti-basvuru2,4,361,-1,-1,,1
ev-internti-basvuru3,4,361,-1,-1,,1
ev-internti-basvuru4,4,361,-1,-1,,1
ev-internti-basvuru5,4,361,-1,-1,,1
ev-internti-basvuru6,4,361,-1,-1,,1
ev-internti-basvuru7,4,361,-1,-1,,1
ev-internti-basvuru8,4,361,-1,-1,,1
ev-internti-basvuru9,4,361,-1,-1,,1
binance-exchange,2,363,-1,-1,,1
binancen,2,363,-1,-1,,1
binancen,2,363,-1,-1,,1
karayollari-ihlal-sorgu,2,363,-1,-1,,1
acikdeniz-basvuru-kredi,0,365,-1,-1,,1
banaozel-securityparamguvensahibinden,3,362,-1,-1,,1
seveceksandimvalla,0,365,-1,-1,,1
xn--egiriyaptdevlet-d6ck,3,362,-1,-1,,1
sijortanet,1,364,-1,-1,,1
oglnreklmsvktmxs,7,358,-1,-1,,1
basvurugirisi,2,363,-1,-1,,1
acikdeniz-basvuru-kredi,0,365,-1,-1,,1
aitecnoo,43,322,-1,-1,,1
myaillc,43,322,-1,-1,,1
acikdeniz-basvuru-kredi,0,365,-1,-1,,1
hizmetkrdbasvuru,0,365,-1,-1,,1
seveceksandimmkk,0,365,-1,-1,,1
bgsikort,1,363,-1,-1,,1
iadesorgumaidat,2,363,-1,-1,,1
seveceksandimmm,0,365,-1,-1,,1
evliyim-basvurumgel,1,364,-1,-1,,1
sonfirsatikacirma,0,365,-1,-1,,1
seveceksandimbaskan,0,365,-1,-1,,1
web-iletism-hzmt,4,361,-1,-1,,1
cark-kampansinda-son-gunler,0,365,-1,-1,,1
e-vlilikredim,0,365,-1,-1,,1
aidatduyurusorgu,2,363,-1,-1,,1
ukjsikorta,1,363,-1,-1,,1
kdfkfdskdfskgm,0,365,-1,-1,,1
ukjsikorta,1,364,-1,-1,,1
webdvltonlinevv2xy,3,362,-1,-1,,1
nvnvnvnvnhzlod,27,338,-1,-1,,1
mebbisdogrulama,2472,83,-1,-1,,1
hementeklif,2,362,-1,-1,,1
njkewjksnb,0,365,-1,-1,,1
verglborcusorgulama,0,365,-1,-1,,1
vergssodm,0,365,-1,-1,,1
ivdgibgov,0,365,-1,-1,,1
arackiralamadunyasifirma,1,364,-1,-1,,1
intv-gib-gov-tr,0,365,-1,-1,,1
internetvergldairesi,0,365,-1,-1,,1
guvende-ilan,5,360,-1,-1,,1
taktukatakvrg,0,365,-1,-1,,1
morkolips,1186,274,-1,-1,,1
hgsikortam,1,364,-1,-1,,1
aidatgeriiademerkezi,2,363,-1,-1,,1
hizligeriodemelerim,2,363,-1,-1,,1
aidatonlinegeriodeme,2,363,-1,-1,,1
edevletresmiaidat,2,363,-1,-1,,1
aidatsorguiadem,2,363,-1,-1,,1
aidatgeriodemelerim,2,363,-1,-1,,1
ailevegencliikbankasi,3,362,-1,-1,,1
garantagarantgut,2,362,-1,-1,,1
hasarblogerrtt,0,365,-1,-1,,1
tvturkleodemeli,151,213,-1,-1,,1
aidatedevletiadepaneli,2,363,-1,-1,,1
hzlislemz,1,364,-1,-1,,1
benzhizmetinz,0,365,-1,-1,,1
benzhizmetleri,0,365,-1,-1,,1
benz-hizmetlr,0,365,-1,-1,,1
benzhizmetlrnz,0,365,-1,-1,,1
benzhizmetin,0,365,-1,-1,,1
benzhizmetlrn,0,365,-1,-1,,1
benz-hizmetln,0,365,-1,-1,,1
benzhizmeti,0,365,-1,-1,,1
benzhizmetimiz,0,365,-1,-1,,1
benzhizmetleriniz,0,365,-1,-1,,1
slsmsmsmndvxliler,60,305,-1,-1,,1
sahibinden,22,343,-1,-1,,1
comtr-ilan,22,343,-1,-1,,1
sahibinden,8,357,-1,-1,,1
psguvende,14,351,-1,-1,,1
s-sahibinden,14,351,-1,-1,,1
sahibinden,52,313,-1,-1,,1
sahibinden,18,347,-1,-1,,1
comtr-pay,18,347,-1,-1,,1
tr-get,8,357,-1,-1,,1
guvenlodemen,52,313,-1,-1,,1
teklifhizmetleri,1,363,1,89,ZeroSSL,1
teklifhizmetleri,1,363,1,89,Let's Encrypt,1
808belicoff,16,348,16,74,Google Trust Services LLC,1
sahibinden,4,361,-1,-1,,1
paramtr,4,361,-1,-1,,1
webbildiri-info,0,365,-1,-1,,1
masdgasgzxbnwqwq,1,364,-1,-1,,1
tuvrandevu,0,365,-1,-1,,1
nevsehir-saglik,64,301,-1,-1,,1
elmllakvergi,1,364,-1,-1,,1
nvckrdmtdmrnv,59,306,-1,-1,,1
indirim-marketi-a1o1,0,365,-1,-1,,1
xn--imdigelhaberinial-yjd,0,365,1,89,Let's Encrypt,1
kuvveytturkkimmobbilimmggiriisimm,2,363,-1,-1,,1
e-islemleri-gazete,8,357,-1,-1,,1
dvlportallarim,4,361,-1,-1,,1
firsatcampanyhediyebasvur,1,364,-1,-1,,1
acikdeniz-kredi-online,0,365,-1,-1,,1
sahlbindenguvende,0,365,-1,-1,,1
izvilvililvik,141,223,-1,-1,,1
ileriadimvakfi,1,364,-1,-1,,1
eshxsccx1xzxmmrmr,59,306,-1,-1,,1
guvende-param-online-secure,0,365,-1,-1,,1
acikdeniz-kredi-online,0,365,-1,-1,,1
vrgnihizliodeme,0,365,-1,-1,,1
acikdeniz-kredi-online,0,365,-1,-1,,1
oglnreklmvaktmx,8,357,-1,-1,,1
firsatdunyasia1o1,0,365,-1,-1,,1
trdenizfirsathersey,0,365,-1,-1,,1
agagagaragnti,3,361,-1,-1,,1
basvuru,0,365,-1,-1,,1
kredi-hizmeti,0,365,-1,-1,,1
asdhjhjdasfhj,5,360,-1,-1,,1
lvbelcone,0,365,-1,-1,,1
denizbank-mobil-basvur,0,365,-1,-1,,1
denizbank-mobil-basvur,0,365,-1,-1,,1
sahiblndenguvende,0,365,-1,-1,,1
webgirisdvltorgvxtr2,1,364,-1,-1,,1
guvende-param-online-secure,0,365,-1,-1,,1
denizbank-basvur,0,365,-1,-1,,1
denizfirsatlarhersey,0,365,-1,-1,,1
denizbank-basvur,0,365,-1,-1,,1
denizbank-basvur,0,365,-1,-1,,1
russigortam,83,282,-1,-1,,1
sivasigorta,96,269,-1,-1,,1
denizbank-basvur,0,365,-1,-1,,1
onlinehemen,2609,312,-1,-1,,1
acikdeniz-basvur,14,351,-1,-1,,1
yksiqorta,105,260,-1,-1,,1
get-sahibindenparamguvende,126,238,-1,-1,,1
mobildeniz-basvuru-kredi,0,365,-1,-1,,1
aidat-online-iadeleri-portaliiee141,2609,312,223,146,Sectigo Limited,1
azsijorta,2,363,-1,-1,,1
mobildeniz-basvuru-kredi,0,365,-1,-1,,1
okksigorta,105,260,-1,-1,,1
teklifaninda,1,363,-1,-1,,1
hasewvlokwev,0,365,-1,-1,,1
askimnisa-15,6,359,-1,-1,,1
rtramerkayit,0,365,-1,-1,,1
eventtenkampayayabasvurmondayoftuesday,3,362,-1,-1,,1
haziraan-campanyhediyebasvur,1,364,-1,-1,,1
uksiqorta,106,260,-1,-1,,1
lvbelctwo,0,365,-1,-1,,1
portal-grs-denetleme,1,364,-1,-1,,1
eleverelim,1,364,-1,-1,,1
dnzmsdnnndckcllliehashasa,1,364,-1,-1,,1
campaign-july-verified,2,363,-1,-1,,1
webmarket-giris-sayfa,1,364,-1,-1,,1
hizmetkredisorguonlinevarlik,1,364,-1,-1,,1
webgirisdvltorgvxtr2,1,364,-1,-1,,1
63-125-257-33,0,365,-1,-1,,1
adcvt-cvlrt,4,361,-1,-1,,1
kinginannesikasar,1,364,-1,-1,,1
teklifaninda,1,363,-1,-1,,1
ansiqorta,106,260,-1,-1,,1
sebastianqweas,0,365,-1,-1,,1
mobildeniz-basvuru-kredi,0,365,-1,-1,,1
acikdeniz-basvuru-kredi,1,364,-1,-1,,1
rteegh,2,362,-1,-1,,1
bdgettenaracklrala,59,306,-1,-1,,1
mep-portal-track,2,363,-1,-1,,1
kurumsalsecenekarackiralama,0,365,-1,-1,,1
ozel-secrtysahibindenparam-guvende,0,365,-1,-1,,1
oksiqortacim,107,258,-1,-1,,1
bmzlesnzsndecmrtsn,0,365,-1,-1,,1
kdenizbank,3589,62,-1,-1,,1
acikdeniz-basvuru-kredi,1,364,-1,-1,,1
websorgu-takip,0,365,-1,-1,,1
uyguncasiqortalarim,107,258,-1,-1,,1
kurbanbayramkredifirsat,0,365,-1,-1,,1
yenisigortaci,10,354,-1,-1,,1
altinelmassiqorta,88,277,-1,-1,,1
a1o1firsatlarikacirma,0,365,-1,-1,,1
gcarss,0,365,-1,-1,,1
hasrrblokerb,0,365,-1,-1,,1
halersbar,0,365,-1,-1,,1
lpgturkey,4813,300,4,86,Let's Encrypt,1
nv1r4ndevupassport,1,364,-1,-1,,1
vergileri,1,364,-1,-1,,1
arabaguvende,0,365,-1,-1,,1
evlilikdestekbasvuru,2,363,-1,-1,,1
benzturkiye,11,354,-1,-1,,1
benz-siparis,4,362,-1,-1,,1
benz-rezervasyon,4,362,-1,-1,,1
icloud-findmy-ar,66,299,-1,-1,,1
icloud-find-my-mx,366,364,-1,-1,,1
cariesmgir,43,322,-1,-1,,1
benz-bayi,0,365,-1,-1,,1
benz-bayim,0,365,-1,-1,,1
avistenkirala,184,180,-1,-1,,1
arabamguvende,0,365,-1,-1,,1
carssorgu,2,363,-1,-1,,1
evadsafasdasdqwelsd,8,357,-1,-1,,1
neoplan,547,182,-1,-1,,1
intbayiyetkilii,91,274,-1,-1,,1
aracstmramr,0,365,-1,-1,,1
pcdlvrt-cdrt,2,363,-1,-1,,1
web-sayfagiriskismi,1,364,-1,-1,,1
vgmdnmznsddncmrtsm,1,364,-1,-1,,1
webden-girisleriniz,1,364,-1,-1,,1
vakfibnk,2,363,-1,-1,,1
hepfirsatlarimizladenizle,0,365,-1,-1,,1
grntbnvca,0,365,-1,-1,,1
blmcell695,0,365,-1,-1,,1
guzelfirsatlarimdenizle,0,365,-1,-1,,1
gov-tr,0,365,-1,-1,,1
firsatimdenizleguzel,0,365,-1,-1,,1
guncelparibukampanyalar,9,356,-1,-1,,1
betparibuyenigiris,779,316,-1,-1,,1
betparibuyeol,291,73,-1,-1,,1
betparibugiriss,228,136,-1,-1,,1
betparibukayit,788,307,-1,-1,,1
herseydenizleguzel,0,365,-1,-1,,1
xn--aidatsorgudevlete-gkd,0,365,-1,-1,,1
betparibuguncelgiris,788,307,-1,-1,,1
firsatgunleri-bna,103,262,-1,-1,,1
t-bnadestekgiris1,87,278,-1,-1,,1
icloud-findmyipad,130,234,-1,-1,,1
o-bilet-biletsatinal,2,363,-1,-1,,1
icloud-findmylost,339,25,-1,-1,,1
hemmensiqortamm,44,321,-1,-1,,1
hgseeeevzz,345,19,-1,-1,,1
trafikcisigortaal,12,353,-1,-1,,1
hizlicatrafiksigorta,12,353,-1,-1,,1
bnguvende,2,363,-1,-1,,1
bnguvende,2,363,-1,-1,,1
bayramaozelkredi,1,364,-1,-1,,1
bntrbavuru,1,364,-1,-1,,1
ihlalbildirin,61,304,-1,-1,,1
kwazulumgir,44,321,-1,-1,,1
hasarkaydiii,1,364,-1,-1,,1
guvendeparamiz,0,365,-1,-1,,1
otoavisskira,173,191,-1,-1,,1
instagram-kisisel-bilgiler-hizmeti,0,365,1,89,Let's Encrypt,1
firsatdaycampnyhemenbasvur,1,364,-1,-1,,1
evlkrskdsdxa,2,363,-1,-1,,1
haziraneventlerisorgulayin,0,365,-1,-1,,1
ozelindirim-a1o1,1,364,-1,-1,,1
a101kurbanlikal,1,364,-1,-1,,1
indiriminmarketi-a1o1,1,364,-1,-1,,1
harcaharcabitmez,1,364,-1,-1,,1
gasfagsaggaraaa,4,360,-1,-1,,1
nvilerimiz,25,340,-1,-1,,1
tebonlinetr,0,365,-1,-1,,1
trmrmsnznpzrgnmz,0,365,-1,-1,,1
dreamzdanismanlik,7,358,-1,-1,,1
bayramsigortasindan,2610,311,224,145,Sectigo Limited,1
getguvenliodeme,0,365,-1,-1,,1
bimrztcll,2,363,-1,-1,,1
kuvytt-webb-int-sbesi-systm245,2610,311,-1,-1,,1
hhizmetkredisorguonlinevarlik,1,364,-1,-1,,1
guvenlibaglantidankatilsendeofturkeyliveorthethanku,1,364,-1,-1,,1
xn--aidatsorgudevlete-gkd,0,365,-1,-1,,1
hzt-basvurru-grs,0,365,-1,-1,,1
scketioruka,1,364,-1,-1,,1
denizkredilimiti,0,365,-1,-1,,1
xn--duramyorumevlenicemm-mbd,1,364,-1,-1,,1
hizmetlerarac,0,365,-1,-1,,1
sbmarayuz,1,364,-1,-1,,1
yeniisigortacii,1,363,-1,-1,,1
ingilizsigortam,84,281,-1,-1,,1
trmerpzrgnumz,0,365,-1,-1,,1
arabansende,0,365,-1,-1,,1
bro-milletinzorunagider,3,362,-1,-1,,1
vatansohbet,219,510,-1,-1,,1
yeniisigortacii,1,363,-1,-1,,1
almansiqortam,84,281,-1,-1,,1
guvenli-alisveris,3,361,-1,-1,,1
dsstroyadssls,24,341,-1,-1,,1
guvendeodeme-ilansiparis,0,365,-1,-1,,1
ileriadimvakfi,0,365,-1,-1,,1
p-a-r-i-b-u-wallet,0,365,-1,-1,,1
p-a-r-i-b-u-wallet,0,365,-1,-1,,1
policemburadan,3,362,-1,-1,,1
ekaskosigorta364,37,328,-1,-1,,1
icloud-trackdevice,53,312,-1,-1,,1
