url,domainStart,domainEnd,sslStart,sslEnd,sslIssuer,label,dlPhishingScore
mertokankablo,2730,190,8,82,Let's Encrypt,0,0.001251995
ninovaeczadeposu,2697,223,-1,-1,,0,0.0016250678
arcity,2215,704,41,49,Let's Encrypt,0,0.02882864
pasakalip,724,370,2,88,Let's Encrypt,0,0.0028449746
destekbs,1256,203,-1,-1,,0,0.66859955
solasmarine,1998,192,-1,-1,,0,0.004549572
oz-ay,8345,53,-1,-1,,0,0.027123852
alesia,771,323,38,52,Let's Encrypt,0,0.020655084
dilekavsar,5363,114,-1,-1,,0,0.06591126
kalyenmuhendislik,750,344,13,77,Let's Encrypt,0,0.0026749377
agropaktarim,2919,1,266,99,Sectigo Limited,0,0.002836035
vectorglobal,2653,267,11,79,Let's Encrypt,0,0.019477304
yenimerhaba,6171,1132,60,30,Let's Encrypt,0,0.031320076
beautyplus,758,336,57,33,Let's Encrypt,0,0.02031133
derkimpa,3098,1283,-1,-1,,0,0.33247784
bilsenbasaran,4398,349,-1,-1,,0,0.007265353
coskunlarpano,1936,254,-1,-1,,0,0.0039313603
sutcuimam,5266,211,9,81,Let's Encrypt,0,0.21878901
merparotomotiv,856,238,-1,-1,,0,0.001544945
bedeninsaat,658,70,296,68,"Cloudflare, Inc.",0,0.002792768
voye,956,138,-1,-1,,0,0.1591325
mercanfm,3760,256,7,83,Let's Encrypt,0,0.009521824
calculus,5030,812,14,76,Sectigo Limited,0,0.10550372
gamepoint,4545,202,217,148,"Cloudflare, Inc.",0,0.11205006
lapies,1009,815,70,20,Let's Encrypt,0,0.09988084
ugurlu,1383,442,59,31,Let's Encrypt,0,0.007266035
setay,4106,1370,7,83,Google Trust Services LLC,0,0.019261165
wowled,3368,283,-1,-1,,0,0.23743907
sammed,1732,93,-1,-1,,0,0.020233227
makina,6855,82,-1,-1,,0,0.0023366595
serkanagar,2354,201,1,89,Let's Encrypt,0,0.005156777
ekalyapi,2531,23,52,38,Let's Encrypt,0,0.0026987134
butur,435,294,-1,-1,,0,0.037732664
fr100,415,-52,-1,-1,,0,0.5355542
pimci,2103,85,61,29,Let's Encrypt,0,0.22608532
farya,513,216,7,83,Let's Encrypt,0,0.021007426
chilaihome,2188,367,171,194,Sectigo Limited,0,0.049447127
seke,953,141,280,85,"Cloudflare, Inc.",0,0.067385934
britishclinic,1857,-33,-1,-1,,0,0.030636983
ruzgarorganizasyon,1893,297,2,88,Let's Encrypt,0,0.028957354
picakci,3550,101,-1,-1,,0,0.03817523
osmanoglunakliyat,6840,828,64,26,ZeroSSL,0,0.0056203804
sahinlerkagit,4371,10,10,80,Let's Encrypt,0,0.006762092
galippetrol,1516,309,11,79,Let's Encrypt,0,0.0037730683
var,4601,146,91,274,Isimtescil Bilisim A.S.,0,0.15635952
serkapsan,6626,312,10,80,Let's Encrypt,0,0.0052499836
testa,7640,394,-1,-1,,0,0.02379614
netmakina,3749,1362,33,57,"cPanel, Inc.",0,0.001510292
zeya,2867,1149,29,61,Sectigo Limited,0,0.02298429
novitas,8801,329,59,31,Let's Encrypt,0,0.029339964
beyazgelincik,5887,321,34,56,Let's Encrypt,0,0.06905303
mahallcafe,1022,71,25,65,Let's Encrypt,0,0.18037923
baleakademi,2228,327,25,65,Let's Encrypt,0,0.0025116906
sancarkimya,2598,322,38,52,Let's Encrypt,0,0.0010639126
hafele,8716,48,318,47,Unizeto Technologies S.A.,0,0.01800409
makaron,2417,138,30,60,Let's Encrypt,0,0.0487078
bir2mcelikhalat,3146,505,41,49,Let's Encrypt,0,0.032695033
ersut,1493,332,-1,-1,,0,0.009811007
wxenerji,560,169,66,24,ZeroSSL,0,0.031257972
sarinsaat,6237,701,59,31,Let's Encrypt,0,0.010476207
baklove,914,180,32,58,Let's Encrypt,0,0.25970668
seffafyonetim,3741,275,51,39,"cPanel, Inc.",0,0.0024894625
pegatek,3300,1081,27,63,Google Trust Services LLC,0,0.021534184
mkym,1564,261,57,33,Google Trust Services LLC,0,0.061287332
kbkkayis,1087,6,53,37,Let's Encrypt,0,0.50776744
zionweeb,3594,1517,13,77,Let's Encrypt,0,0.38602746
evony,1082,742,0,90,Let's Encrypt,0,0.09793252
estaziraat,3026,1355,13,77,Let's Encrypt,0,0.065043494
ibrahimakyel,1358,831,0,90,Let's Encrypt,0,0.0032515826
asafmetal,564,165,62,28,Let's Encrypt,0,0.0018269541
parev,2233,322,0,90,Let's Encrypt,0,0.08540635
ahihazirbeton,3375,276,19,71,Let's Encrypt,0,0.011481373
americanvip,1186,273,38,52,Google Trust Services LLC,0,0.03933034
suffix,1743,81,14,76,Let's Encrypt,0,0.29245132
10lira,3052,234,-1,-1,,0,0.36658645
emekmarble,4309,72,53,37,"cPanel, Inc.",0,0.006011087
kubamed,1584,241,26,64,Let's Encrypt,0,0.008429016
blackswan,4418,1059,358,7,Isimtescil Bilisim A.S.,0,0.5499348
sanitta,3707,-57,-1,-1,,0,0.028785141
bahadiryagan,2957,329,27,63,Let's Encrypt,0,0.53334624
servisasia,3846,170,40,50,Google Trust Services LLC,0,0.22164118
serkancura,3454,197,57,308,Sectigo Limited,0,0.004019304
eglenogren,4735,742,48,42,Let's Encrypt,0,0.053199966
leventaksin,1680,145,67,23,Let's Encrypt,0,0.25439692
trafiksigortasifiyatlari,4065,-50,-1,-1,,0,0.46024886
ibilisim,1557,633,0,90,Let's Encrypt,0,0.00748718
depofabrika,3329,322,23,67,Let's Encrypt,0,0.012898107
prosys,5764,78,10,80,Let's Encrypt,0,0.1733736
karta,2020,170,-1,-1,,0,0.04099884
orhondis,2215,340,17,73,Let's Encrypt,0,0.04714858
psikoteknik,4532,215,-1,-1,,0,0.0071561015
mustafaturan,4466,281,-1,-1,,0,0.022693696
serkankahriman,2158,31,256,108,"Cloudflare, Inc.",0,0.0030542705
megamedikal,8250,149,-1,-1,,0,0.0031451222
bebetime,921,903,22,68,Let's Encrypt,0,0.11827676
minola,5814,28,179,216,Sectigo Limited,0,0.056500338
yalazboya,5954,619,27,63,Let's Encrypt,0,0.0015088501
bostancievdenevenakliyat,512,217,59,31,"cPanel, Inc.",0,0.0039681476
lotusemlak,2779,141,53,37,Let's Encrypt,0,0.01729961
muratotomat,7744,290,-1,-1,,0,0.07050023
birlikmakina,165,199,46,44,Let's Encrypt,0,0.0009480104
sentemac,3235,416,48,42,Let's Encrypt,0,0.18368001
ustunbayreklam,786,308,32,58,Let's Encrypt,0,0.00202942
mimartrestorasyon,2025,165,60,30,Let's Encrypt,0,0.010195086
ismmmoakademi,5133,709,-1,-1,,0,0.06860882
yildiraycinar,1099,360,260,104,"Cloudflare, Inc.",0,0.0021020493
mtsh,1515,1405,33,57,Let's Encrypt,0,0.12710308
cemsametal,1509,316,-1,-1,,0,0.0032778692
fimap,1605,585,15,75,Sectigo Limited,0,0.1014062
ibl,4621,126,44,46,Let's Encrypt,0,0.09308526
ekizbey,977,117,32,58,Let's Encrypt,0,0.03398604
atel,2944,342,379,17,DigiCert Inc,0,0.02390024
beylerbeyimetal,771,1418,50,40,Let's Encrypt,0,0.036405995
legendholidays,1863,-39,-1,-1,,0,0.055865552
fo-otball,686,42,258,107,Sectigo Limited,0,0.31569186
erimeks,4601,146,44,46,Let's Encrypt,0,0.0046948367
ilfreno,1358,101,16,74,Let's Encrypt,0,0.23556481
izzco,1991,199,18,72,Google Trust Services LLC,0,0.1392547
afiyetet,5916,292,-1,-1,,0,0.07972955
istanbulplanetaryum,1950,240,56,34,Sectigo Limited,0,0.0019213788
samsonite,6322,251,10,80,Let's Encrypt,0,0.04875377
wagner-solar,1891,299,59,31,Let's Encrypt,0,0.17392302
akcacam,710,18,40,50,Let's Encrypt,0,0.0393044
huni,4264,117,-1,-1,,0,0.059275318
tesaysigorta,3872,1239,-1,-1,,0,0.0016468851
ozsoygida,4300,81,57,33,Let's Encrypt,0,0.001789908
netbu,5210,267,11,79,Let's Encrypt,0,0.2545794
dinamiksoft,1018,75,4,86,Let's Encrypt,0,0.007004857
bendi,8694,70,41,49,Google Trust Services LLC,0,0.030739298
artima,9340,155,54,36,Let's Encrypt,0,0.03997842
secil,8485,279,-1,-1,,0,0.033426233
abigemtrabzon,3619,31,60,30,Let's Encrypt,0,0.022453232
sudes,4575,537,26,64,Let's Encrypt,0,0.08914826
rapor,2860,791,-1,-1,,0,0.023790646
yoyo,447,282,54,36,Let's Encrypt,0,0.27221942
kodlamamakinasi,3843,1634,-1,-1,,0,0.0011973982
saroglu,4314,433,47,43,Let's Encrypt,0,0.0033636552
ckgrup,4568,909,-1,-1,,0,0.0021194809
inaryainsaat,1453,372,23,67,Let's Encrypt,0,0.0021373844
mknovo,3011,275,326,39,Sectigo Limited,0,0.39033863
fulda,6710,228,1,89,Google Trust Services LLC,0,0.080348395
cementekstil,1011,448,-1,-1,,0,0.0020035545
labproducts,567,162,50,40,Let's Encrypt,0,0.5447715
sohbetodalari,1134,1786,29,61,Let's Encrypt,0,0.0046059745
sorukolik,1990,200,-1,-1,,0,0.03292586
intergold,108,256,-1,-1,,0,0.071229614
hillistanbul,2468,85,-1,-1,,0,0.20909415
sayfa,6517,55,-1,-1,,0,0.056043446
levelupagency,2620,1030,9,81,Let's Encrypt,0,0.04519066
cembaykal,2601,1049,10,80,Let's Encrypt,0,0.075108305
aremedikal,1250,1304,21,69,Let's Encrypt,0,0.0013156397
ipsat,2514,406,15,75,Let's Encrypt,0,0.050157253
aquadeep,1844,1807,48,42,Let's Encrypt,0,0.08517137
aliyasar,2206,349,-1,-1,,0,0.008478735
k-set,1478,347,1,89,Let's Encrypt,0,0.055979222
eh,1226,233,-1,-1,,0,0.03831565
ephesusretreat,606,123,12,78,Let's Encrypt,0,0.9860604
parlakids,1914,1371,8,82,Google Trust Services LLC,0,0.03897676
traffix,2244,311,-1,-1,,0,0.20063747
hangsterfers,4040,341,11,79,Let's Encrypt,0,0.5077629
kcismakinalari,1236,1318,51,39,Google Trust Services LLC,0,0.0035756668
kirbaspamuk,662,66,51,39,Let's Encrypt,0,0.073658586
dekoralya,4258,123,-1,-1,,0,0.004203545
printpoint,6874,63,11,79,Let's Encrypt,0,0.026217388
jooga,942,152,-1,-1,,0,0.019030366
akarlar,6903,765,5,85,Let's Encrypt,0,0.17035247
gulayaksoy,1656,169,35,55,Google Trust Services LLC,0,0.02063273
marsairlines,1999,191,59,31,Let's Encrypt,0,0.09702226
soda,4197,184,-1,-1,,0,0.12667261
tostcumami,652,76,36,54,Google Trust Services LLC,0,0.16772057
halksebze,1750,440,15,75,Let's Encrypt,0,0.99890375
mazlumsondaj,5817,25,23,67,Let's Encrypt,0,0.0023942408
etkengayrimenkul,437,292,-1,-1,,0,0.0016896984
bestrack,3903,843,4,86,Let's Encrypt,0,0.1445779
primetravel,2608,1042,12,78,Let's Encrypt,0,0.017866803
mayatek,7204,1560,23,67,Let's Encrypt,0,0.005419749
biskon,6513,1520,-1,-1,,0,0.034684394
simgegroup,6966,1067,32,58,Let's Encrypt,0,0.033594336
makinens,1316,508,24,66,Let's Encrypt,0,0.01310371
aepro,651,77,-1,-1,,0,0.027581336
erarobot,1067,26,22,68,Let's Encrypt,0,0.032949146
otmplastik,5716,856,32,58,Let's Encrypt,0,0.0033354422
esystem,4603,144,13,77,Let's Encrypt,0,0.13088357
mopsan,7255,414,123,243,Sectigo Limited,0,0.041374713
goodwater,2494,1521,-1,-1,,0,0.044080373
hosaf,1064,29,1,89,Let's Encrypt,0,0.17660859
aknal,1725,100,-1,-1,,0,0.008667214
lisya,3531,120,287,78,Sectigo Limited,0,0.08021078
dilekhaliyikama,3893,123,-1,-1,,0,0.002167762
akinlarsurucukursu,2097,823,13,77,Google Trust Services LLC,0,0.0011360997
apexglobal,877,217,23,67,Let's Encrypt,0,0.0021537861
superox,1340,119,11,79,Let's Encrypt,0,0.13593498
alkardagitim,3878,138,58,32,Let's Encrypt,0,0.009091229
isikmatbaa,5243,234,31,59,Let's Encrypt,0,0.0017910124
fundraisingtag,581,148,11,79,Google Trust Services LLC,0,0.61708254
rigaku,3679,337,35,55,Let's Encrypt,0,0.20618859
lygm,5660,182,-1,-1,,0,0.24379346
simyahidrolik,2872,414,5,85,Let's Encrypt,0,0.0066986764
mes,6633,305,25,65,Let's Encrypt,0,0.17487654
otelkarinna,3704,312,42,48,Let's Encrypt,0,0.0021256215
daren,5261,581,-1,-1,,0,0.0666145
dalmanifatura,2052,138,-1,-1,,0,0.16334559
uzgorenkimya,4001,14,51,39,Let's Encrypt,0,0.00094584475
burtom,9139,356,-1,-1,,0,0.046745256
dekorenk,4676,70,43,47,"cPanel, Inc.",0,0.13730873
sdl,6783,155,28,62,Let's Encrypt,0,0.12245462
mediapolgroup,1131,-38,-1,-1,,0,0.10893428
softmobil,1249,210,55,35,Let's Encrypt,0,0.09886338
veggiebox,2513,407,26,64,Let's Encrypt,0,0.7742483
markapool,696,398,4,86,Let's Encrypt,0,0.021016764
kenandogan,4545,202,9,81,Google Trust Services LLC,0,0.0012711441
esit,9275,220,143,222,Sectigo Limited,0,0.030285701
regold,8039,360,126,239,Sectigo Limited,0,0.123646826
bcpal,749,345,-1,-1,,0,0.23137832
yildirimbayezit,3130,156,55,35,Let's Encrypt,0,0.004241617
ii,4797,1045,205,160,Sectigo Limited,0,0.2612119
deponom,1255,204,54,36,Let's Encrypt,0,0.054662615
akinshipping,1191,268,57,33,Let's Encrypt,0,0.060580246
estiva,4510,237,43,47,Let's Encrypt,0,0.009126003
reload,6164,43,-1,-1,,0,0.12329611
beyaas,1619,206,22,68,Google Trust Services LLC,0,0.022713613
del,5176,301,58,32,Let's Encrypt,0,0.10439747
hmkfilm,792,-64,-1,-1,,0,0.09966361
stilson,8617,147,22,68,Let's Encrypt,0,0.07585572
karpen,6554,18,59,31,Let's Encrypt,0,0.05648892
malika,3273,743,-1,-1,,0,0.05930083
pazardan,2038,152,-1,-1,,0,0.056267582
kayaturizm,5750,92,40,50,Let's Encrypt,0,0.0027956765
yedidereceninaltinda,2094,96,29,61,Let's Encrypt,0,0.49200013
bozokmekatronik,1589,601,60,30,Let's Encrypt,0,0.0027162042
uzaybilgisayar,5687,520,22,68,Let's Encrypt,0,0.0035091033
haydigidiyo,898,926,-1,-1,,0,0.0033086604
enercom,2814,1567,59,31,Let's Encrypt,0,0.041831486
siriusshipping,819,275,39,51,Let's Encrypt,0,0.03141445
makpaslanmaz,1479,346,-1,-1,,0,0.006285415
gebzebayrak,4069,312,-1,-1,,0,0.00419343
bilserbilisim,4396,351,20,70,Let's Encrypt,0,0.006308094
erenhaliyikama,2174,15,55,35,Let's Encrypt,0,0.0013154579
yutekgemi,2450,1200,-1,-1,,0,0.09975986
mesutaydemir,3258,1123,9,81,Let's Encrypt,0,0.004673941
apak,6262,311,-1,-1,,0,0.027882162
tuhal,1101,723,91,274,Sectigo Limited,0,0.09095952
planay,2291,629,5,85,Let's Encrypt,0,0.040670194
lays,8512,252,7,385,"Entrust, Inc.",0,0.20868522
fubaspor,2537,383,24,66,Let's Encrypt,0,0.07168691
anolsan,40,324,-1,-1,,0,0.034718074
idealyatirim,1744,80,74,16,"cPanel, Inc.",0,0.0017885114
sinanbayat,3584,432,57,33,Let's Encrypt,0,0.0047411346
goldenglobe,792,1032,13,77,Let's Encrypt,0,0.10999583
homeplus,94,270,-1,-1,,0,0.039142102
marmarafuar,7883,516,57,33,Let's Encrypt,0,0.00849819
akcim,6787,151,-1,-1,,0,0.026751429
mespan,1970,220,24,66,Let's Encrypt,0,0.056573182
atalayelektrik,2251,304,29,61,Let's Encrypt,0,0.0011877533
evdeneveizmir,4253,858,82,284,Sectigo Limited,0,0.5184654
mvg,3837,179,45,45,"cPanel, Inc.",0,0.11368897
hiragiyim,443,286,76,289,Sectigo Limited,0,0.02096455
yilmazkurutemizleme,4236,145,-1,-1,,0,0.005154706
akpaz,4950,527,128,261,DigiCert Inc,0,0.030952439
ucelkalip,6882,421,35,55,Let's Encrypt,0,0.002806242
fixpack,3077,1304,82,8,Let's Encrypt,0,0.09182704
gemlikzeytinkooperatifi,805,1019,-1,-1,,0,0.003002133
erkoctur,5181,296,8,82,Google Trust Services LLC,0,0.010377937
martmatbaa,8332,66,-1,-1,,0,0.0021508264
lifewater,4461,286,232,133,Isimtescil Bilisim A.S.,0,0.09133191
yigitinsaatkereste,1081,743,-1,-1,,0,0.103888065
toylar,3938,443,20,70,Let's Encrypt,0,0.037245926
ctteknik,2495,790,24,66,Let's Encrypt,0,0.0057750884
camvit,6377,196,-1,-1,,0,0.06230755
guinness,443,1381,-1,-1,,0,0.53303874
borpancar,3311,340,32,58,Google Trust Services LLC,0,0.03281643
freelancegrafiker,1942,248,6,84,Let's Encrypt,0,0.11014221
perathai,2005,185,34,56,Let's Encrypt,0,0.12562436
akyolbaglantielemanlari,938,886,23,67,Let's Encrypt,0,0.0013560123
garts,1341,118,60,30,Let's Encrypt,0,0.28947216
sadedusun,893,201,326,69,Sectigo Limited,0,0.22285235
kocakpeyzaj,3070,216,17,73,Let's Encrypt,0,0.0024202392
akpinarsigorta,7748,286,-1,-1,,0,0.009527969
rhinoent,457,272,-1,-1,,0,0.59723276
bemakelektromarket,1782,408,15,75,Let's Encrypt,0,0.007701304
2p,2571,1078,22,68,Let's Encrypt,0,0.14586696
tekneciler,8141,258,365,0,Sectigo Limited,0,0.01932419
synbio,5616,226,-1,-1,,0,0.0958597
oges,3936,79,-1,-1,,0,0.11194015
tokka,1858,332,25,65,Let's Encrypt,0,0.048549432
ankaratermal,3502,149,7,83,Let's Encrypt,0,0.004614386
selay,8509,1350,141,224,Isimtescil Bilisim A.S.,0,0.014446977
yapinet,6233,1801,183,181,"Cloudflare, Inc.",0,0.41601095
komesli,3847,899,17,73,Let's Encrypt,0,0.13858493
maherholding,2223,1792,123,242,COMODO CA Limited,0,0.03024143
erenambalaj,1942,248,20,70,Let's Encrypt,0,0.0006017436
fatihasik,375,719,9,81,Let's Encrypt,0,0.0151520455
yildizsanatevi,1858,-34,-1,-1,,0,0.002201377
teknometalkaplama,1297,527,-1,-1,,0,0.00069864176
ruberudisticaret,1233,226,18,72,Let's Encrypt,0,0.022563212
intraticaret,1106,353,59,31,Let's Encrypt,0,0.06778359
barat,5169,673,24,66,Let's Encrypt,0,0.027586512
eylemozten,1387,72,43,47,Let's Encrypt,0,0.0077123134
halecaneroglu,6001,207,56,34,Let's Encrypt,0,0.0013173881
modaferraro,1988,1663,8,82,Google Trust Services LLC,0,0.30896387
madenlimicir,1376,83,28,62,Let's Encrypt,0,0.008467206
karelservis,1824,731,22,68,Let's Encrypt,0,0.0036477523
evrenkucuk,2287,268,324,41,Isimtescil Bilisim A.S.,0,0.0054055178
bursasondakika,2874,412,37,53,Let's Encrypt,0,0.010845864
chocolate,1654,536,282,83,"Cloudflare, Inc.",0,0.094787516
alper,7974,790,21,69,Google Trust Services LLC,0,0.015842514
temsamuhendislik,4811,301,193,176,Sectigo Limited,0,0.002311467
eregliechomar,5092,19,27,63,Let's Encrypt,0,0.014394731
ozmelcanturizm,2573,346,55,35,SSL Corporation,0,0.0006730972
tabiattarim,4155,226,4,86,Let's Encrypt,0,0.0015511682
artofevent,2472,81,46,44,Let's Encrypt,0,0.011905903
evebaharat,5733,109,-1,-1,,0,0.0058782757
temaendustri,5705,137,-1,-1,,0,0.0016199079
eudaimoniafit,994,830,31,59,Let's Encrypt,0,0.42651004
ekmekciogullari,8192,1302,59,31,Let's Encrypt,0,0.0064842477
pruvamedia,660,68,31,59,Let's Encrypt,0,0.03249325
cetininsaatltd,5659,183,-1,-1,,0,0.009420364
deltaakademi,3629,21,150,247,"GoDaddy.com, Inc.",0,0.0024462
vivace,7990,43,6,84,Google Trust Services LLC,0,0.040758435
selftechnology,620,109,38,52,Let's Encrypt,0,0.028702011
ozsaninsaat,1578,247,40,50,Let's Encrypt,0,0.0030899725
formess,7137,166,-1,-1,,0,0.15229572
soraguvenlik,4118,263,-1,-1,,0,0.0035430572
ugurtar,5790,52,-1,-1,,0,0.015273301
avasar,1801,23,25,65,Let's Encrypt,0,0.033244442
falconhomesproperties,1185,639,60,30,Let's Encrypt,0,0.44806427
vizyongida,4938,174,-1,-1,,0,0.0020275936
egemmetal,4256,125,11,79,Let's Encrypt,0,0.0011634119
ensgroup,1383,76,65,25,Let's Encrypt,0,0.019300349
kavanca,1548,642,-1,-1,,0,0.030492725
hasanoglugrup,2159,30,199,171,Sectigo Limited,0,0.0017668111
atlas2000,6946,357,188,177,Sectigo Limited,0,0.71549857
metromat,7106,197,-1,-1,,0,0.04966855
roidmi,1274,550,23,67,Google Trust Services LLC,0,0.39355546
xtrax,1137,-44,-1,-1,,0,0.20691739
ytd,911,183,18,72,Let's Encrypt,0,0.04542318
abtech,3318,-33,-1,-1,,0,0.0037881793
pastavilla,9735,490,32,58,Let's Encrypt,0,0.061986476
newservis,3249,767,-1,-1,,0,0.056917373
paketmutfak,1590,965,8,82,Let's Encrypt,0,0.07020599
toyaydinlatma,2969,317,1,89,Let's Encrypt,0,0.0017811831
robotikcerrahimerkezi,4369,12,-1,-1,,0,0.056431644
milsanenerji,1180,644,26,64,Let's Encrypt,0,0.0008061463
daycotex,6455,118,-1,-1,,0,0.1765306
aldora,8292,107,12,78,Let's Encrypt,0,0.008046399
kilavuzosgb,3886,495,-1,-1,,0,0.00059092435
kultem,4936,541,60,30,Let's Encrypt,0,0.010090839
snotline,5474,1098,57,33,Let's Encrypt,0,0.23679605
yonmotorluaraclar,3600,50,147,248,Sectigo Limited,0,0.0018474999
ugurmakinasan,5765,443,-1,-1,,0,0.0015981323
yakutray,1669,156,32,58,Let's Encrypt,0,0.13413917
fatihotocam,6329,244,-1,-1,,0,0.007593897
isikelektrik,7198,105,12,78,Let's Encrypt,0,0.0015102646
alutm,1088,1466,24,66,Sectigo Limited,0,0.058216296
easytap,1115,344,10,80,Let's Encrypt,0,0.09199028
dijitalofset,5169,1403,40,50,"cPanel, Inc.",0,0.035884935
tarikakin,1383,807,7,83,Let's Encrypt,0,0.06551137
matbaa,6864,439,37,53,Let's Encrypt,0,0.006975019
sahikitap,1269,190,378,16,Sectigo Limited,0,0.048905194
mahmuterdal,3479,172,26,64,Let's Encrypt,0,0.019877383
turkolive,1884,306,13,77,Let's Encrypt,0,0.1343723
teknetasima,2340,215,29,61,Let's Encrypt,0,0.032435298
kartalkalip,5068,43,50,315,Sectigo Limited,0,0.0025673942
globaldatacenter,3301,1811,27,63,Google Trust Services LLC,0,0.009851242
durhaninsaat,6433,140,-1,-1,,0,0.0032539912
serkanergun,2488,66,49,41,Let's Encrypt,0,0.0028900453
aquasoft,1131,328,100,265,Sectigo Limited,0,0.11328908
esteturk,1016,808,14,76,Let's Encrypt,0,0.0124005
orcangroup,2670,980,254,111,Sectigo Limited,0,0.016100215
deltaterm,1268,191,183,181,Sectigo Limited,0,0.021052819
siyasetokuryazarlik,1823,367,59,31,Let's Encrypt,0,0.08196265
cetassigorta,3389,1357,56,34,"cPanel, Inc.",0,0.003676786
dentalium,6279,1755,58,32,Let's Encrypt,0,0.015860127
atasarim,8110,1019,345,21,Sectigo Limited,0,0.0022792795
zdm,1502,323,41,49,"cPanel, Inc.",0,0.03574186
nakisdunyasi,4940,1633,287,78,"Cloudflare, Inc.",0,0.24904823
akittv,2877,409,53,37,Google Trust Services LLC,0,0.06315808
eskisehirvinc,3382,634,0,90,Let's Encrypt,0,0.015577906
ctaburo,809,285,57,33,Let's Encrypt,0,0.45121312
digisa,777,1778,24,66,Let's Encrypt,0,0.017092926
camsu,2661,259,22,68,Let's Encrypt,0,0.026052983
gazetekalem,539,1285,153,212,Sectigo Limited,0,0.014802135
soul,1535,290,-1,-1,,0,0.22558987
kolatplastik,1270,189,30,60,Sectigo Limited,0,0.002140018
is-time,430,299,294,71,Sectigo Limited,0,0.47182304
pupadesign,3455,926,-1,-1,,0,0.042947534
eebati,5754,88,-1,-1,,0,0.35183096
ma-textile,9733,127,-1,-1,,0,0.073545694
brainwork,2657,993,58,32,Let's Encrypt,0,0.120491855
yenerji,4449,1028,56,34,Sectigo Limited,0,0.0029843098
meridyenmuhendislik,3013,273,25,65,Let's Encrypt,0,0.0029815244
indet,7910,124,-1,-1,,0,0.074428484
keysolutions,1604,221,350,15,Sectigo Limited,0,0.13329476
gaziozdemirmakina,4638,109,47,43,Let's Encrypt,0,0.00075062003
sunix,4915,562,47,43,Let's Encrypt,0,0.0626306
asirmakine,2867,53,11,79,Let's Encrypt,0,0.0018133267
dilekgoktas,5516,-40,-1,-1,,0,0.011280159
dtm,9297,928,9,81,Let's Encrypt,0,0.041163616
aref,9170,325,323,42,Sectigo Limited,0,0.06235459
sametbelen,2250,305,33,57,Let's Encrypt,0,0.05522431
technonet,1054,405,29,336,Sectigo Limited,0,0.08488943
adalyagumruk,1389,1531,15,75,Let's Encrypt,0,0.0025005701
webiskod,2205,1080,47,43,Let's Encrypt,0,0.00732317
ferterm,4659,87,27,63,Let's Encrypt,0,0.024183767
sinanbalci,5452,1485,30,60,Let's Encrypt,0,0.01682101
pelomin,4448,299,-1,-1,,0,0.12868023
alavya,4636,841,-1,-1,,0,0.025089024
probial,1684,141,60,30,Let's Encrypt,0,0.050364964
sourdough,902,192,35,55,Google Trust Services LLC,0,0.3039475
beyhanlargrup,3620,30,59,31,Let's Encrypt,0,0.0009950171
uzmanposta,4546,201,-1,-1,,0,0.10968461
hava,5770,438,27,63,Let's Encrypt,0,0.07092861
bilgiturk,6846,457,-1,-1,,0,0.024349554
geleceknet,918,176,37,359,DigiCert Inc,0,0.07950998
luzzohome,1170,289,60,30,Let's Encrypt,0,0.03719588
takistore,4931,181,7,83,Google Trust Services LLC,0,0.16377793
kayamatbaa,3734,1012,60,30,Let's Encrypt,0,0.0026481962
akme,4526,221,46,44,Let's Encrypt,0,0.009213138
msdental,4288,1188,254,112,Sectigo Limited,0,0.014634912
zerdekorasyon,6140,67,-1,-1,,0,0.0015196233
vymoda,739,355,33,57,Let's Encrypt,0,0.13260591
vescom,5715,857,303,89,Sectigo Limited,0,0.06579893
alocenaze,1445,380,53,37,Let's Encrypt,0,0.08499874
fiberinternet,5167,310,56,34,Let's Encrypt,0,0.32319787
ecostore,3174,112,42,323,"Cloudflare, Inc.",0,0.07493966
umuttuncer,3566,84,55,35,Let's Encrypt,0,0.013671828
pbprefabrik,8823,672,45,45,Let's Encrypt,0,0.002716415
ercumentyilmaz,4842,270,53,37,"cPanel, Inc.",0,0.0022271378
juvel,1422,403,44,321,"Cloudflare, Inc.",0,0.1283247
olcaykayihan,3626,755,55,35,Let's Encrypt,0,0.018768283
dekoroda,2887,764,-1,-1,,0,0.022736
vetstem,1012,81,-1,-1,,0,0.061331518
otelurhay,1892,298,21,69,Let's Encrypt,0,0.08348478
refteks,5631,211,41,49,Let's Encrypt,0,0.0058719367
nohuthobievi,875,949,49,41,Google Trust Services LLC,0,0.050188717
podima,4432,315,22,68,Let's Encrypt,0,0.117510796
aktifteknik,6063,145,-1,-1,,0,0.0053138863
unersurucu,1387,72,53,37,Let's Encrypt,0,0.02193594
karabulutinsaat,1150,309,0,90,Let's Encrypt,0,0.0022825317
locadesign,2334,586,141,239,Sectigo Limited,0,0.0711262
